IL,Full Name,IL_smiles,Cation,Anion,T,P,lambda
46,1-methyl-3-octylimidazolium tetracyanoborate,CCCCCCCC[N+]1=CN(C)C=C1.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,[B-](C#N)(C#N)(C#N)C#N,313.15,0.1,0.1644
46,1-methyl-3-octylimidazolium tetracyanoborate,CCCCCCCC[N+]1=CN(C)C=C1.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,[B-](C#N)(C#N)(C#N)C#N,323.15,0.1,0.1586
46,1-methyl-3-octylimidazolium tetracyanoborate,CCCCCCCC[N+]1=CN(C)C=C1.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,[B-](C#N)(C#N)(C#N)C#N,333.15,0.1,0.1573
46,1-methyl-3-octylimidazolium tetracyanoborate,CCCCCCCC[N+]1=CN(C)C=C1.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,[B-](C#N)(C#N)(C#N)C#N,343.15,0.1,0.1543
46,1-methyl-3-octylimidazolium tetracyanoborate,CCCCCCCC[N+]1=CN(C)C=C1.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,[B-](C#N)(C#N)(C#N)C#N,353.15,0.1,0.1513
47,3-decyl-1-methylimidazolium tricyanomethanide,CCCCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,283.15,0.1,0.168
47,3-decyl-1-methylimidazolium tricyanomethanide,CCCCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,293.15,0.1,0.1694
47,3-decyl-1-methylimidazolium tricyanomethanide,CCCCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,303.15,0.1,0.1674
47,3-decyl-1-methylimidazolium tricyanomethanide,CCCCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,313.15,0.1,0.1676
47,3-decyl-1-methylimidazolium tricyanomethanide,CCCCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,323.15,0.1,0.1673
47,3-decyl-1-methylimidazolium tricyanomethanide,CCCCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,333.15,0.1,0.1646
47,3-decyl-1-methylimidazolium tricyanomethanide,CCCCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,343.15,0.1,0.162
47,3-decyl-1-methylimidazolium tricyanomethanide,CCCCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,353.15,0.1,0.1593
48,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,283.15,0.1,0.1665
48,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,293.15,0.1,0.1673
48,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,303.15,0.1,0.1667
48,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,313.15,0.1,0.1646
48,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,323.15,0.1,0.164
48,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,333.15,0.1,0.1613
48,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,343.15,0.1,0.16
48,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,353.15,0.1,0.1586
49,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,283.15,0.1,0.1817
49,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,293.15,0.1,0.1815
49,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,303.15,0.1,0.1831
49,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,313.15,0.1,0.1817
49,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,323.15,0.1,0.181
49,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,333.15,0.1,0.1792
49,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,343.15,0.1,0.1774
49,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,353.15,0.1,0.1762
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,285.65,0.1,0.139
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.14,0.1,0.138
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,297.72,0.1,0.137
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,302.37,0.1,0.137
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.04,0.1,0.135
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.58,0.1,0.134
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.55,0.1,0.135
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293,0.1,0.144
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303,0.1,0.143
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313,0.1,0.142
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323,0.1,0.141
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333,0.1,0.141
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343,0.1,0.14
50,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353,0.1,0.139
51,tetrabutylphosphonium 2-aminoethanesulfonate,CCCC[P+](CCCC)(CCCC)CCCC.C(CS(=O)(=O)[O-])N,CCCC[P+](CCCC)(CCCC)CCCC,C(CS(=O)(=O)[O-])N,298.15,0.1,0.16
51,tetrabutylphosphonium 2-aminoethanesulfonate,CCCC[P+](CCCC)(CCCC)CCCC.C(CS(=O)(=O)[O-])N,CCCC[P+](CCCC)(CCCC)CCCC,C(CS(=O)(=O)[O-])N,303.15,0.1,0.16
51,tetrabutylphosphonium 2-aminoethanesulfonate,CCCC[P+](CCCC)(CCCC)CCCC.C(CS(=O)(=O)[O-])N,CCCC[P+](CCCC)(CCCC)CCCC,C(CS(=O)(=O)[O-])N,313.15,0.1,0.159
51,tetrabutylphosphonium 2-aminoethanesulfonate,CCCC[P+](CCCC)(CCCC)CCCC.C(CS(=O)(=O)[O-])N,CCCC[P+](CCCC)(CCCC)CCCC,C(CS(=O)(=O)[O-])N,323.15,0.1,0.158
51,tetrabutylphosphonium 2-aminoethanesulfonate,CCCC[P+](CCCC)(CCCC)CCCC.C(CS(=O)(=O)[O-])N,CCCC[P+](CCCC)(CCCC)CCCC,C(CS(=O)(=O)[O-])N,333.15,0.1,0.157
51,tetrabutylphosphonium 2-aminoethanesulfonate,CCCC[P+](CCCC)(CCCC)CCCC.C(CS(=O)(=O)[O-])N,CCCC[P+](CCCC)(CCCC)CCCC,C(CS(=O)(=O)[O-])N,343.15,0.1,0.156
51,tetrabutylphosphonium 2-aminoethanesulfonate,CCCC[P+](CCCC)(CCCC)CCCC.C(CS(=O)(=O)[O-])N,CCCC[P+](CCCC)(CCCC)CCCC,C(CS(=O)(=O)[O-])N,353.15,0.1,0.155
52,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate",CCCC[N+](CCCC)(CCCC)C.C(CS(=O)(=O)[O-])N,CCCC[N+](CCCC)(CCCC)C,C(CS(=O)(=O)[O-])N,298.15,0.1,0.161
52,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate",CCCC[N+](CCCC)(CCCC)C.C(CS(=O)(=O)[O-])N,CCCC[N+](CCCC)(CCCC)C,C(CS(=O)(=O)[O-])N,303.15,0.1,0.16
52,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate",CCCC[N+](CCCC)(CCCC)C.C(CS(=O)(=O)[O-])N,CCCC[N+](CCCC)(CCCC)C,C(CS(=O)(=O)[O-])N,313.15,0.1,0.159
52,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate",CCCC[N+](CCCC)(CCCC)C.C(CS(=O)(=O)[O-])N,CCCC[N+](CCCC)(CCCC)C,C(CS(=O)(=O)[O-])N,323.15,0.1,0.158
52,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate",CCCC[N+](CCCC)(CCCC)C.C(CS(=O)(=O)[O-])N,CCCC[N+](CCCC)(CCCC)C,C(CS(=O)(=O)[O-])N,333.15,0.1,0.157
52,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate",CCCC[N+](CCCC)(CCCC)C.C(CS(=O)(=O)[O-])N,CCCC[N+](CCCC)(CCCC)C,C(CS(=O)(=O)[O-])N,343.15,0.1,0.156
52,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate",CCCC[N+](CCCC)(CCCC)C.C(CS(=O)(=O)[O-])N,CCCC[N+](CCCC)(CCCC)C,C(CS(=O)(=O)[O-])N,353.15,0.1,0.155
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293,0.1,0.128
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303,0.1,0.127
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313,0.1,0.127
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323,0.1,0.126
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333,0.1,0.125
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343,0.1,0.124
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353,0.1,0.124
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.1,0.1,0.123
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,0.1,0.122
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,0.1,0.121
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.05,0.1,0.123
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.05,0.1,0.121
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.05,0.1,0.119
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,0.1,0.117
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,0.1,0.126
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,0.1,0.13
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.15,0.1,0.13
53,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,0.1,0.13
54,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293,0.1,0.132
54,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303,0.1,0.131
54,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313,0.1,0.13
54,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323,0.1,0.129
54,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333,0.1,0.128
54,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343,0.1,0.128
54,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353,0.1,0.128
55,trihexyl(tetradecyl)phosphonium chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],293,0.1,0.161
55,trihexyl(tetradecyl)phosphonium chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],303,0.1,0.16
55,trihexyl(tetradecyl)phosphonium chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],313,0.1,0.159
55,trihexyl(tetradecyl)phosphonium chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],323,0.1,0.157
55,trihexyl(tetradecyl)phosphonium chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],333,0.1,0.157
55,trihexyl(tetradecyl)phosphonium chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],343,0.1,0.156
55,trihexyl(tetradecyl)phosphonium chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],353,0.1,0.155
56,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,CCCC[N+]1(CCCC1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCC[N+]1(CCCC1)C,C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,293,0.1,0.107
